"{F9059A48-F872-4B00-A7C4-83B8088E8B17}","46000","1995-11-10 00:00","RG30 2BY","F","N","L","WEST FRYERNE","FLAT 24","PARKSIDE ROAD","READING","READING","READING","READING","A","A"
"{596A4084-13B8-4307-B3C8-83BB0C5E69F6}","55000","1995-03-17 00:00","RG30 6DT","S","N","F","92","","RODWAY ROAD","TILEHURST","READING","READING","READING","A","A"
"{5AD1D139-B64B-4B22-990B-8ACC25E92FA2}","79500","1995-11-30 00:00","RG30 2BU","T","N","F","18","","HOLLINS WALK","READING","READING","READING","READING","A","A"
"{2AEAC422-1588-4A20-8C03-3A4417B3D0FA}","52950","1995-02-13 00:00","RG30 2UY","T","N","F","107","","BELMONT ROAD","READING","READING","READING","READING","A","A"
"{901DFDD5-7479-4B9D-BCE2-8E76E0867B10}","48000","1995-07-07 00:00","RG30 2UL","T","N","F","77","","ALBANY ROAD","READING","READING","READING","READING","A","A"
"{26A049C6-5125-47AD-ADFA-57E6567D7FDE}","38500","1995-05-12 00:00","RG30 2RB","T","N","F","129","","BEECHAM ROAD","READING","READING","READING","READING","A","A"
"{25D0A5E0-5E52-4B88-B82B-4D4030E7ABA3}","78000","1995-10-16 00:00","RG30 3HG","D","N","F","59","","SHEPLEY DRIVE","READING","READING","READING","READING","A","A"
"{241C4C8C-C6F0-492E-8B73-4D42A55A99DB}","68500","1995-04-12 00:00","RG30 6HX","S","N","F","29","","DENBY WAY","TILEHURST","READING","READING","READING","A","A"
"{DD70C51C-829C-42D2-A126-8AE726FD2CCB}","69950","1995-09-08 00:00","RG30 2ET","F","Y","L","38","","BURRCROFT COURT","READING","READING","READING","READING","A","A"
"{B08DEA27-1386-4363-B8C4-5A32E546F70F}","33000","1995-06-21 00:00","RG30 2TH","T","N","F","38","","GLOUCESTER ROAD","READING","READING","READING","READING","A","A"
"{0703256E-E395-41CA-A98E-531B1A876408}","51000","1995-06-01 00:00","RG30 2DU","F","N","L","INGLEWOOD COURT","70","LIEBENROOD ROAD","READING","READING","READING","READING","A","A"
"{70653829-E89F-4C95-9F98-3DF689866485}","68500","1995-08-25 00:00","RG30 4LF","S","N","F","61","","HARDWICK ROAD","TILEHURST","READING","READING","READING","A","A"
"{73F1B8E9-050F-4BFE-B7E2-50DDD0482950}","58000","1995-02-17 00:00","RG30 4LS","S","N","F","21","","COMBE ROAD","TILEHURST","READING","READING","READING","A","A"
"{19ADD1E3-33CC-4EAA-822A-4520F85781F7}","60000","1995-03-31 00:00","RG30 6DA","S","N","F","4","","WEALDEN WAY","TILEHURST","READING","READING","READING","A","A"
"{8588BCAB-5323-45F0-A5EB-76CB233C226F}","60000","1995-12-19 00:00","RG30 3HG","T","N","F","7","","SHEPLEY DRIVE","READING","READING","READING","READING","A","A"
"{FE6FEE89-7D68-4387-A064-5B9FE2AF5F3C}","54000","1995-06-09 00:00","RG30 6AL","T","N","F","64","","BROOMFIELD ROAD","TILEHURST","READING","READING","READING","A","A"
"{AD911D02-EE6C-4D67-95F9-4D5CED915EB0}","47000","1995-03-17 00:00","RG30 2QJ","T","N","F","95","","SHAFTESBURY ROAD","READING","READING","READING","READING","A","A"
"{D6C31057-62E6-4012-8596-5497EFDDCD12}","73950","1995-10-04 00:00","RG30 4PU","S","N","F","94","","HALLS ROAD","TILEHURST","READING","READING","READING","A","A"
"{6A53F8F0-5646-4147-9A69-924265646B1C}","35750","1995-08-31 00:00","RG30 2AR","F","N","L","BETA HOUSE","1","SOUTHCOTE ROAD","READING","READING","READING","READING","A","A"
"{70F90852-607E-468D-BFCA-3A86C5390925}","47000","1995-10-02 00:00","RG30 6AT","S","N","F","16","","BRAMSHAW ROAD","TILEHURST","READING","READING","READING","A","A"
"{98992F2D-AE88-4D65-9F71-92465F9D8988}","45000","1995-06-28 00:00","RG30 2NN","S","N","F","48","","WATER ROAD","READING","READING","NEWBURY","BERKSHIRE","A","A"
"{DFDDA01E-B8F0-4049-8816-48D9FFC2A8F5}","59000","1995-05-12 00:00","RG30 4TY","S","N","F","19","","THICKET ROAD","TILEHURST","READING","READING","READING","A","A"
"{2D4F6E9F-170E-4C92-8594-879E6FF02A70}","42000","1995-03-28 00:00","RG30 2RY","F","N","L","3","","WALKERS PLACE","","READING","READING","READING","A","A"
"{2DAE3127-134E-4FCC-B782-76FD2BAE9511}","64000","1995-07-14 00:00","RG30 6XT","S","N","F","33","","RYDAL AVENUE","TILEHURST","READING","READING","READING","A","A"
"{1E7CFC65-68C0-48E8-A1BA-87A580E05ACC}","70000","1995-12-08 00:00","RG30 2BU","T","N","F","31","","HOLLINS WALK","READING","READING","READING","READING","A","A"
"{96422F9E-ED4D-4B15-BAC1-73761A9F9EBF}","40000","1995-06-27 00:00","RG30 6UH","S","N","F","12","","LYNDHURST ROAD","TILEHURST","READING","READING","READING","A","A"
"{F41AA40B-D4AF-42DF-8EC8-511AC139E6E5}","53000","1995-11-30 00:00","RG30 2NR","T","N","F","2","","APPLEBY END","READING","READING","READING","READING","A","A"
"{56C09A64-A666-4BBE-95E0-4D9B644059B8}","62000","1995-12-22 00:00","RG30 3EE","S","N","F","17","","BARN CLOSE","READING","READING","READING","READING","A","A"
"{E2E3349F-FD7E-4F30-9361-9274E29D8087}","186000","1995-08-22 00:00","RG30 4HF","D","N","F","39","","COCKNEY HILL","TILEHURST","READING","READING","READING","A","A"
"{10626F46-AC31-4FB1-A5BD-5848A06A7549}","47000","1995-04-28 00:00","RG30 2UP","T","N","F","46","","CONNAUGHT ROAD","READING","READING","READING","READING","A","A"
"{ABFA9485-8524-4A00-8493-771865240E51}","63500","1995-07-28 00:00","RG30 3PD","S","N","F","106","","UNDERWOOD ROAD","READING","READING","NEWBURY","BERKSHIRE","A","A"
"{1AE24C2D-445B-4E66-9EDF-41DD43541F70}","104500","1995-09-29 00:00","RG30 2ED","D","N","F","4","","PENROATH AVENUE","READING","READING","READING","READING","A","A"
"{9933FE00-551A-4012-A4D0-5856E6974F52}","63000","1995-04-28 00:00","RG30 3HD","T","N","F","65","","CIRCUIT LANE","READING","READING","READING","READING","A","A"
"{0ED4C7A1-B3DB-437A-A31D-92889E4C67B6}","62000","1995-05-05 00:00","RG30 2JP","T","N","F","23","","AUGUST END","READING","READING","READING","READING","A","A"
"{1B07D22D-C56E-42FB-84A3-7E4CAD561929}","55000","1995-11-24 00:00","RG30 2RQ","T","N","F","125","","ST GEORGES ROAD","READING","READING","READING","READING","A","A"
"{4806545E-CE24-4D1D-8BF5-5139C949149D}","49000","1995-12-08 00:00","RG30 2UT","T","N","F","45","","BELMONT ROAD","READING","READING","READING","READING","A","A"
"{D29F46E1-358D-4399-9892-3E5E776423D8}","49000","1995-03-31 00:00","RG30 2DU","F","N","L","INGLEWOOD COURT","75","LIEBENROOD ROAD","READING","READING","READING","READING","A","A"
"{28503483-DAE9-4BD4-80F4-54F554E8B1E5}","46500","1995-11-30 00:00","RG30 2AU","F","N","L","KINGSWOOD COURT","2","SOUTHCOTE ROAD","READING","READING","READING","READING","A","A"
"{0D719FB6-3977-4254-80FC-7E5C539073FB}","87500","1995-06-23 00:00","RG30 4EY","D","N","F","119","","COCKNEY HILL","TILEHURST","READING","READING","READING","A","A"
"{186C6A01-300F-4121-8E10-41FD91525278}","30000","1995-01-12 00:00","RG30 2DG","F","N","L","JOSEPHINE COURT","45","SOUTHCOTE ROAD","READING","READING","READING","READING","A","A"
"{55C01FC0-6AEB-4B8C-9E31-5C2607E17C09}","140000","1995-04-12 00:00","RG30 2AN","S","N","F","42","","WESTERN ELMS AVENUE","READING","READING","READING","READING","A","A"
"{961742AC-17C7-4C59-8A7D-775B8C0ACC43}","90000","1995-10-27 00:00","RG30 3HB","D","N","F","45","","CIRCUIT LANE","READING","READING","READING","READING","A","A"
"{F5554BFE-D5ED-46A2-8308-A11CA1AB5F33}","41000","1995-02-17 00:00","RG30 2BY","F","N","L","WEST FRYERNE","FLAT 38","PARKSIDE ROAD","READING","READING","READING","READING","A","A"
"{05B8DF05-F462-4624-A2E4-518011C0F0AE}","55000","1995-07-17 00:00","RG30 4LR","T","N","F","6","","BROMLEY WALK","TILEHURST","READING","READING","READING","A","A"
